Mouse,Radiation,Diet,Date,Weight
3081,Sham,CDDO-EA,2019-05-28,28.4
3081,Sham,CDDO-EA,2019-06-05,25.7
3081,Sham,CDDO-EA,2019-06-12,28.9
3081,Sham,CDDO-EA,2019-06-19,29.1
3081,Sham,CDDO-EA,2019-06-26,29.3
3081,Sham,CDDO-EA,2019-07-03,29
3081,Sham,CDDO-EA,2019-07-10,29.4
3081,Sham,CDDO-EA,2019-07-17,29.5
3081,Sham,CDDO-EA,2019-07-24,29.5
3081,Sham,CDDO-EA,2019-07-31,29.6
3081,Sham,CDDO-EA,2019-08-07,29.2
3081,Sham,CDDO-EA,2019-08-14,29.2
3081,Sham,CDDO-EA,2019-08-21,29.4
3081,Sham,CDDO-EA,2019-08-28,29.1
3081,Sham,CDDO-EA,2019-09-04,29.6
3081,Sham,CDDO-EA,2019-09-11,29.5
3081,Sham,CDDO-EA,2019-09-18,29.8
3081,Sham,CDDO-EA,2019-09-25,29.5
3081,Sham,CDDO-EA,2019-10-02,29.2
3081,Sham,CDDO-EA,2019-10-09,29.6
3081,Sham,CDDO-EA,2019-10-15,29.4
3081,Sham,CDDO-EA,2019-10-22,30.7
3081,Sham,CDDO-EA,2019-10-30,29.9
3081,Sham,CDDO-EA,2019-11-05,30.7
3081,Sham,CDDO-EA,2019-11-13,30
3081,Sham,CDDO-EA,2019-11-20,32.8
3081,Sham,CDDO-EA,2019-11-27,33.5
3081,Sham,CDDO-EA,2019-12-14,31.9
3081,Sham,CDDO-EA,2019-12-11,32.5
3081,Sham,CDDO-EA,2019-12-20,32.8
3081,Sham,CDDO-EA,2019-12-26,38.4
3081,Sham,CDDO-EA,2020-01-02,32.4
3081,Sham,CDDO-EA,2020-01-08,33.4
3081,Sham,CDDO-EA,2020-01-15,32.5
3081,Sham,CDDO-EA,2020-01-22,32
3081,Sham,CDDO-EA,2020-01-29,31.7
3081,Sham,CDDO-EA,2020-02-05,31.7
3081,Sham,CDDO-EA,2020-02-12,34.9
3081,Sham,CDDO-EA,2020-02-19,35.3
3081,Sham,CDDO-EA,2020-02-26,35.5
3081,Sham,CDDO-EA,2020-03-04,36.8
3081,Sham,CDDO-EA,2020-03-20,36.4
3081,Sham,CDDO-EA,2020-04-24,32.1
3082,Sham,CDDO-EA,2019-04-03,25
3082,Sham,CDDO-EA,2019-05-01,28.1
3082,Sham,CDDO-EA,2019-05-07,25.5
3082,Sham,CDDO-EA,2019-05-28,27.9
3082,Sham,CDDO-EA,2019-06-05,25.5
3082,Sham,CDDO-EA,2019-06-12,27.2
3082,Sham,CDDO-EA,2019-06-19,28.2
3082,Sham,CDDO-EA,2019-06-26,28.4
3082,Sham,CDDO-EA,2019-07-03,28.5
3082,Sham,CDDO-EA,2019-07-10,28.4
3082,Sham,CDDO-EA,2019-07-17,29
3082,Sham,CDDO-EA,2019-07-24,28.5
3082,Sham,CDDO-EA,2019-07-31,28.4
3082,Sham,CDDO-EA,2019-08-07,27.9
3082,Sham,CDDO-EA,2019-08-14,27.9
3082,Sham,CDDO-EA,2019-08-21,28
3082,Sham,CDDO-EA,2019-08-28,28.9
3082,Sham,CDDO-EA,2019-09-04,27.5
3082,Sham,CDDO-EA,2019-09-11,27.3
3082,Sham,CDDO-EA,2019-09-18,27.4
3082,Sham,CDDO-EA,2019-09-25,27.8
3082,Sham,CDDO-EA,2019-10-02,27.4
3082,Sham,CDDO-EA,2019-10-09,27.6
3082,Sham,CDDO-EA,2019-10-15,28.6
3082,Sham,CDDO-EA,2019-10-22,28.3
3082,Sham,CDDO-EA,2019-10-30,28
3082,Sham,CDDO-EA,2019-11-05,28.4
3082,Sham,CDDO-EA,2019-11-13,27.7
3082,Sham,CDDO-EA,2019-11-20,29.8
3082,Sham,CDDO-EA,2019-11-27,29.9
3082,Sham,CDDO-EA,2019-12-14,28
3082,Sham,CDDO-EA,2019-12-11,29.4
3082,Sham,CDDO-EA,2019-12-20,29.4
3082,Sham,CDDO-EA,2019-12-26,34.4
3082,Sham,CDDO-EA,2020-01-02,29.3
3082,Sham,CDDO-EA,2020-01-08,32.5
3082,Sham,CDDO-EA,2020-01-15,30
3082,Sham,CDDO-EA,2020-01-22,29.9
3082,Sham,CDDO-EA,2020-01-29,29
3082,Sham,CDDO-EA,2020-02-05,28.4
3082,Sham,CDDO-EA,2020-02-12,30.4
3082,Sham,CDDO-EA,2020-02-19,31.8
3082,Sham,CDDO-EA,2020-02-26,31.1
3082,Sham,CDDO-EA,2020-03-04,32
3082,Sham,CDDO-EA,2020-03-20,32.9
3082,Sham,CDDO-EA,2020-04-24,39.8
3083,Sham,CDDO-EA,2019-04-03,23.2
3083,Sham,CDDO-EA,2019-05-01,26.5
3083,Sham,CDDO-EA,2019-05-07,24.8
3083,Sham,CDDO-EA,2019-05-28,25.3
3083,Sham,CDDO-EA,2019-06-05,22.8
3083,Sham,CDDO-EA,2019-06-12,25.7
3083,Sham,CDDO-EA,2019-06-19,26.7
3083,Sham,CDDO-EA,2019-06-26,25.7
3083,Sham,CDDO-EA,2019-07-03,25.8
3083,Sham,CDDO-EA,2019-07-10,26.4
3083,Sham,CDDO-EA,2019-07-17,25.4
3083,Sham,CDDO-EA,2019-07-24,25.4
3083,Sham,CDDO-EA,2019-07-31,25.7
3083,Sham,CDDO-EA,2019-08-07,25.5
3083,Sham,CDDO-EA,2019-08-14,25.4
3083,Sham,CDDO-EA,2019-08-21,27.1
3083,Sham,CDDO-EA,2019-08-28,26.3
3083,Sham,CDDO-EA,2019-09-04,27.3
3083,Sham,CDDO-EA,2019-09-11,25.7
3083,Sham,CDDO-EA,2019-09-18,25.6
3083,Sham,CDDO-EA,2019-09-25,26.1
3083,Sham,CDDO-EA,2019-10-02,25.9
3083,Sham,CDDO-EA,2019-10-09,26.1
3083,Sham,CDDO-EA,2019-10-15,27.6
3083,Sham,CDDO-EA,2019-10-22,26.9
3083,Sham,CDDO-EA,2019-10-30,26.8
3083,Sham,CDDO-EA,2019-11-05,29
3083,Sham,CDDO-EA,2019-11-13,27.2
3083,Sham,CDDO-EA,2019-11-20,27.8
3083,Sham,CDDO-EA,2019-11-27,32
3083,Sham,CDDO-EA,2019-12-14,29.5
3083,Sham,CDDO-EA,2019-12-11,28.2
3083,Sham,CDDO-EA,2019-12-20,29
3083,Sham,CDDO-EA,2019-12-26,30
3083,Sham,CDDO-EA,2020-01-02,28.2
3083,Sham,CDDO-EA,2020-01-08,30.9
3083,Sham,CDDO-EA,2020-01-15,29
3083,Sham,CDDO-EA,2020-01-22,27.8
3083,Sham,CDDO-EA,2020-01-29,27.6
3083,Sham,CDDO-EA,2020-02-05,28.2
3083,Sham,CDDO-EA,2020-02-12,33
3083,Sham,CDDO-EA,2020-02-19,30.4
3083,Sham,CDDO-EA,2020-02-26,31.1
3083,Sham,CDDO-EA,2020-03-04,31.7
3083,Sham,CDDO-EA,2020-03-20,34.5
3083,Sham,CDDO-EA,2020-04-24,40
3084,Sham,CDDO-EA,2019-04-03,21.9
3084,Sham,CDDO-EA,2019-05-01,23.3
3084,Sham,CDDO-EA,2019-05-07,23.6
3084,Sham,CDDO-EA,2019-05-28,23.2
3084,Sham,CDDO-EA,2019-06-05,22.9
3084,Sham,CDDO-EA,2019-06-12,25.7
3084,Sham,CDDO-EA,2019-06-19,25.3
3084,Sham,CDDO-EA,2019-06-26,25.6
3084,Sham,CDDO-EA,2019-07-03,23.8
3084,Sham,CDDO-EA,2019-07-10,23.9
3084,Sham,CDDO-EA,2019-07-17,25.3
3084,Sham,CDDO-EA,2019-07-24,25.1
3084,Sham,CDDO-EA,2019-07-31,25.3
3084,Sham,CDDO-EA,2019-08-07,25.7
3084,Sham,CDDO-EA,2019-08-14,24.9
3084,Sham,CDDO-EA,2019-08-21,24.5
3084,Sham,CDDO-EA,2019-08-28,25
3084,Sham,CDDO-EA,2019-09-04,25
3084,Sham,CDDO-EA,2019-09-11,25.7
3084,Sham,CDDO-EA,2019-09-18,26.1
3084,Sham,CDDO-EA,2019-09-25,27.3
3084,Sham,CDDO-EA,2019-10-02,25.7
3084,Sham,CDDO-EA,2019-10-09,25.5
3084,Sham,CDDO-EA,2019-10-15,26.7
3084,Sham,CDDO-EA,2019-10-22,27.4
3084,Sham,CDDO-EA,2019-10-30,26.4
3084,Sham,CDDO-EA,2019-11-05,27.3
3084,Sham,CDDO-EA,2019-11-13,27.2
3084,Sham,CDDO-EA,2019-11-20,27
3084,Sham,CDDO-EA,2019-11-27,29
3084,Sham,CDDO-EA,2019-12-14,27.9
3084,Sham,CDDO-EA,2019-12-11,29
3084,Sham,CDDO-EA,2019-12-20,29
3084,Sham,CDDO-EA,2019-12-26,29.5
3084,Sham,CDDO-EA,2020-01-02,28.3
3084,Sham,CDDO-EA,2020-01-08,29.7
3084,Sham,CDDO-EA,2020-01-15,27.9
3084,Sham,CDDO-EA,2020-01-22,28.2
3084,Sham,CDDO-EA,2020-01-29,25.5
3084,Sham,CDDO-EA,2020-02-05,25.1
3084,Sham,CDDO-EA,2020-02-12,27.5
3084,Sham,CDDO-EA,2020-02-19,28.9
3084,Sham,CDDO-EA,2020-02-26,32
3084,Sham,CDDO-EA,2020-03-04,34.3
3084,Sham,CDDO-EA,2020-03-20,37
3084,Sham,CDDO-EA,2020-04-24,39.1
3085,Sham,CDDO-EA,2019-04-03,21.1
3085,Sham,CDDO-EA,2019-05-01,22.3
3085,Sham,CDDO-EA,2019-05-07,22.2
3085,Sham,CDDO-EA,2019-05-28,21.7
3085,Sham,CDDO-EA,2019-06-05,22.4
3085,Sham,CDDO-EA,2019-06-12,23
3085,Sham,CDDO-EA,2019-06-19,23.8
3085,Sham,CDDO-EA,2019-06-26,22.1
3085,Sham,CDDO-EA,2019-07-03,22.7
3085,Sham,CDDO-EA,2019-07-10,22.4
3085,Sham,CDDO-EA,2019-07-17,23.2
3085,Sham,CDDO-EA,2019-07-24,24.5
3085,Sham,CDDO-EA,2019-07-31,23.1
3085,Sham,CDDO-EA,2019-08-07,23.5
3085,Sham,CDDO-EA,2019-08-14,23.6
3085,Sham,CDDO-EA,2019-08-21,24.1
3085,Sham,CDDO-EA,2019-08-28,23.6
3085,Sham,CDDO-EA,2019-09-04,23.8
3085,Sham,CDDO-EA,2019-09-11,23.2
3085,Sham,CDDO-EA,2019-09-18,23.2
3085,Sham,CDDO-EA,2019-09-25,24.4
3085,Sham,CDDO-EA,2019-10-02,24.3
3085,Sham,CDDO-EA,2019-10-09,24.1
3085,Sham,CDDO-EA,2019-10-15,24.4
3085,Sham,CDDO-EA,2019-10-22,25
3085,Sham,CDDO-EA,2019-10-30,24.3
3085,Sham,CDDO-EA,2019-11-05,25
3085,Sham,CDDO-EA,2019-11-13,24.7
3085,Sham,CDDO-EA,2019-11-20,26.8
3085,Sham,CDDO-EA,2019-11-27,29.2
3085,Sham,CDDO-EA,2019-12-14,25.4
3085,Sham,CDDO-EA,2019-12-11,26.2
3085,Sham,CDDO-EA,2019-12-20,26.4
3085,Sham,CDDO-EA,2019-12-26,27.8
3085,Sham,CDDO-EA,2020-01-02,27.8
3085,Sham,CDDO-EA,2020-01-08,27.3
3085,Sham,CDDO-EA,2020-01-15,25.6
3085,Sham,CDDO-EA,2020-01-22,25.4
3085,Sham,CDDO-EA,2020-01-29,25.6
3085,Sham,CDDO-EA,2020-02-05,25.8
3085,Sham,CDDO-EA,2020-02-12,28.1
3085,Sham,CDDO-EA,2020-02-19,28.9
3085,Sham,CDDO-EA,2020-02-26,29.8
3085,Sham,CDDO-EA,2020-03-04,29
3085,Sham,CDDO-EA,2020-03-20,28.5
3085,Sham,CDDO-EA,2020-04-24,28.8
3086,Sham,CDDO-EA,2019-04-03,22
3086,Sham,CDDO-EA,2019-05-01,22.8
3086,Sham,CDDO-EA,2019-05-07,23.1
3086,Sham,CDDO-EA,2019-05-28,23.5
3086,Sham,CDDO-EA,2019-06-05,23.4
3086,Sham,CDDO-EA,2019-06-12,25.3
3086,Sham,CDDO-EA,2019-06-19,25.5
3086,Sham,CDDO-EA,2019-06-26,25.8
3086,Sham,CDDO-EA,2019-07-03,24.8
3086,Sham,CDDO-EA,2019-07-10,24.7
3086,Sham,CDDO-EA,2019-07-17,24.8
3086,Sham,CDDO-EA,2019-07-24,25.5
3086,Sham,CDDO-EA,2019-07-31,26.2
3086,Sham,CDDO-EA,2019-08-07,24.8
3086,Sham,CDDO-EA,2019-08-14,24.8
3086,Sham,CDDO-EA,2019-08-21,25
3086,Sham,CDDO-EA,2019-08-28,25.3
3086,Sham,CDDO-EA,2019-09-04,25.5
3086,Sham,CDDO-EA,2019-09-11,25
3086,Sham,CDDO-EA,2019-09-18,25
3086,Sham,CDDO-EA,2019-09-25,25.6
3086,Sham,CDDO-EA,2019-10-02,26.2
3086,Sham,CDDO-EA,2019-10-09,25.2
3086,Sham,CDDO-EA,2019-10-15,25.9
3086,Sham,CDDO-EA,2019-10-22,27.4
3086,Sham,CDDO-EA,2019-10-30,26.2
3086,Sham,CDDO-EA,2019-11-05,27.1
3086,Sham,CDDO-EA,2019-11-13,26.6
3086,Sham,CDDO-EA,2019-11-20,29.2
3086,Sham,CDDO-EA,2019-11-27,32.6
3086,Sham,CDDO-EA,2019-12-14,31.8
3086,Sham,CDDO-EA,2019-12-11,30.4
3086,Sham,CDDO-EA,2019-12-20,29.6
3086,Sham,CDDO-EA,2019-12-26,31.5
3086,Sham,CDDO-EA,2020-01-02,30.6
3086,Sham,CDDO-EA,2020-01-08,31.2
3086,Sham,CDDO-EA,2020-01-15,29.7
3086,Sham,CDDO-EA,2020-01-22,29.2
3086,Sham,CDDO-EA,2020-01-29,28.6
3086,Sham,CDDO-EA,2020-02-05,27.9
3086,Sham,CDDO-EA,2020-02-12,30.9
3086,Sham,CDDO-EA,2020-02-19,30.9
3086,Sham,CDDO-EA,2020-02-26,30.9
3086,Sham,CDDO-EA,2020-03-04,31.2
3086,Sham,CDDO-EA,2020-03-20,31.3
3086,Sham,CDDO-EA,2020-04-24,40.1
3087,Sham,Vehicle,2019-04-03,26.6
3087,Sham,Vehicle,2019-05-01,28.8
3087,Sham,Vehicle,2019-05-07,29
3087,Sham,Vehicle,2019-05-28,30.1
3087,Sham,Vehicle,2019-06-05,26.6
3087,Sham,Vehicle,2019-06-12,27.8
3087,Sham,Vehicle,2019-06-19,27.5
3087,Sham,Vehicle,2019-06-26,28.4
3087,Sham,Vehicle,2019-07-03,28.7
3087,Sham,Vehicle,2019-07-10,29.8
3087,Sham,Vehicle,2019-07-17,29.4
3087,Sham,Vehicle,2019-07-24,30.1
3087,Sham,Vehicle,2019-07-31,29.1
3087,Sham,Vehicle,2019-08-07,29.8
3087,Sham,Vehicle,2019-08-14,28.5
3087,Sham,Vehicle,2019-08-21,29.5
3087,Sham,Vehicle,2019-08-28,28.3
3087,Sham,Vehicle,2019-09-04,28.5
3087,Sham,Vehicle,2019-09-11,29.3
3087,Sham,Vehicle,2019-09-18,28.4
3087,Sham,Vehicle,2019-09-25,29.8
3087,Sham,Vehicle,2019-10-02,29.3
3087,Sham,Vehicle,2019-10-09,28.9
3087,Sham,Vehicle,2019-10-15,28.7
3087,Sham,Vehicle,2019-10-22,30.2
3087,Sham,Vehicle,2019-10-30,29.1
3087,Sham,Vehicle,2019-11-05,29.7
3087,Sham,Vehicle,2019-11-13,30.2
3087,Sham,Vehicle,2019-11-20,31.5
3087,Sham,Vehicle,2019-11-27,30.3
3087,Sham,Vehicle,2019-12-14,30.4
3087,Sham,Vehicle,2019-12-11,30.6
3087,Sham,Vehicle,2019-12-20,30.6
3087,Sham,Vehicle,2019-12-26,33
3087,Sham,Vehicle,2020-01-02,30.5
3087,Sham,Vehicle,2020-01-08,32.1
3087,Sham,Vehicle,2020-01-15,30.5
3087,Sham,Vehicle,2020-01-22,30.5
3087,Sham,Vehicle,2020-01-29,30.7
3087,Sham,Vehicle,2020-02-05,31.3
3087,Sham,Vehicle,2020-02-12,31.6
3087,Sham,Vehicle,2020-02-19,32
3087,Sham,Vehicle,2020-02-26,32.9
3087,Sham,Vehicle,2020-03-04,34.6
3087,Sham,Vehicle,2020-03-20,33.7
3087,Sham,Vehicle,2020-04-24,37.2
3088,Sham,Vehicle,2019-04-03,25.6
3088,Sham,Vehicle,2019-05-01,26.9
3088,Sham,Vehicle,2019-05-07,28
3088,Sham,Vehicle,2019-05-28,30.7
3088,Sham,Vehicle,2019-06-05,26.8
3088,Sham,Vehicle,2019-06-12,26.7
3088,Sham,Vehicle,2019-06-19,28.3
3088,Sham,Vehicle,2019-06-26,28.8
3088,Sham,Vehicle,2019-07-03,28.8
3088,Sham,Vehicle,2019-07-10,27.9
3088,Sham,Vehicle,2019-07-17,27.7
3088,Sham,Vehicle,2019-07-24,27.6
3088,Sham,Vehicle,2019-07-31,28.3
3088,Sham,Vehicle,2019-08-07,28
3088,Sham,Vehicle,2019-08-14,27.5
3088,Sham,Vehicle,2019-08-21,27.5
3088,Sham,Vehicle,2019-08-28,27.5
3088,Sham,Vehicle,2019-09-04,28
3088,Sham,Vehicle,2019-09-11,27.5
3088,Sham,Vehicle,2019-09-18,26.7
3088,Sham,Vehicle,2019-09-25,27.6
3088,Sham,Vehicle,2019-10-02,28.7
3088,Sham,Vehicle,2019-10-09,27.1
3088,Sham,Vehicle,2019-10-15,27.5
3088,Sham,Vehicle,2019-10-22,28.5
3088,Sham,Vehicle,2019-10-30,28.2
3088,Sham,Vehicle,2019-11-05,28.9
3088,Sham,Vehicle,2019-11-13,28.6
3088,Sham,Vehicle,2019-11-20,31
3088,Sham,Vehicle,2019-11-27,34.5
3088,Sham,Vehicle,2019-12-14,33.4
3088,Sham,Vehicle,2019-12-11,32.4
3088,Sham,Vehicle,2019-12-20,32.6
3088,Sham,Vehicle,2019-12-26,33.9
3088,Sham,Vehicle,2020-01-02,33.1
3088,Sham,Vehicle,2020-01-08,35.8
3088,Sham,Vehicle,2020-01-15,32.6
3088,Sham,Vehicle,2020-01-22,33
3088,Sham,Vehicle,2020-01-29,32.9
3088,Sham,Vehicle,2020-02-05,32.6
3088,Sham,Vehicle,2020-02-12,35.9
3088,Sham,Vehicle,2020-02-19,37
3088,Sham,Vehicle,2020-02-26,39.9
3088,Sham,Vehicle,2020-03-04,41.4
3088,Sham,Vehicle,2020-03-20,43.8
3088,Sham,Vehicle,2020-04-24,51.5
3089,Sham,Vehicle,2019-04-03,24.5
3089,Sham,Vehicle,2019-05-01,25.1
3089,Sham,Vehicle,2019-05-07,28.1
3089,Sham,Vehicle,2019-05-28,26.4
3089,Sham,Vehicle,2019-06-05,25.4
3089,Sham,Vehicle,2019-06-12,27.7
3089,Sham,Vehicle,2019-06-19,29.4
3089,Sham,Vehicle,2019-06-26,28.9
3089,Sham,Vehicle,2019-07-03,30.3
3089,Sham,Vehicle,2019-07-10,29
3089,Sham,Vehicle,2019-07-17,29.4
3089,Sham,Vehicle,2019-07-24,28.9
3089,Sham,Vehicle,2019-07-31,27.9
3089,Sham,Vehicle,2019-08-07,27.3
3089,Sham,Vehicle,2019-08-14,27.4
3089,Sham,Vehicle,2019-08-21,28.3
3089,Sham,Vehicle,2019-08-28,29.6
3089,Sham,Vehicle,2019-09-04,29.3
3089,Sham,Vehicle,2019-09-11,28.9
3089,Sham,Vehicle,2019-09-18,28.9
3089,Sham,Vehicle,2019-09-25,29.2
3089,Sham,Vehicle,2019-10-02,31.2
3089,Sham,Vehicle,2019-10-09,29
3089,Sham,Vehicle,2019-10-15,29.7
3089,Sham,Vehicle,2019-10-22,30.2
3089,Sham,Vehicle,2019-10-30,29.7
3089,Sham,Vehicle,2019-11-05,30.3
3089,Sham,Vehicle,2019-11-13,31.4
3089,Sham,Vehicle,2019-11-20,33.2
3089,Sham,Vehicle,2019-11-27,33.3
3089,Sham,Vehicle,2019-12-14,33.1
3089,Sham,Vehicle,2019-12-11,33
3089,Sham,Vehicle,2019-12-20,32.1
3089,Sham,Vehicle,2019-12-26,34.4
3089,Sham,Vehicle,2020-01-02,34
3089,Sham,Vehicle,2020-01-08,34
3089,Sham,Vehicle,2020-01-15,32.1
3089,Sham,Vehicle,2020-01-22,31.8
3089,Sham,Vehicle,2020-01-29,31.8
3089,Sham,Vehicle,2020-02-05,32
3089,Sham,Vehicle,2020-02-12,34
3089,Sham,Vehicle,2020-02-19,35.4
3089,Sham,Vehicle,2020-02-26,36.4
3089,Sham,Vehicle,2020-03-04,38
3089,Sham,Vehicle,2020-03-20,39.1
3089,Sham,Vehicle,2020-04-24,42.3
3090,Sham,Vehicle,2019-04-03,23.4
3090,Sham,Vehicle,2019-05-01,25.6
3090,Sham,Vehicle,2019-05-07,25.9
3090,Sham,Vehicle,2019-05-28,28.3
3090,Sham,Vehicle,2019-06-05,24.6
3090,Sham,Vehicle,2019-06-12,26.1
3090,Sham,Vehicle,2019-06-19,27.4
3090,Sham,Vehicle,2019-06-26,27
3090,Sham,Vehicle,2019-07-03,27.5
3090,Sham,Vehicle,2019-07-10,28.1
3090,Sham,Vehicle,2019-07-17,27.5
3090,Sham,Vehicle,2019-07-24,27.8
3090,Sham,Vehicle,2019-07-31,28.8
3090,Sham,Vehicle,2019-08-07,27.6
3090,Sham,Vehicle,2019-08-14,27.5
3090,Sham,Vehicle,2019-08-21,27
3090,Sham,Vehicle,2019-08-28,27.7
3090,Sham,Vehicle,2019-09-04,27.4
3090,Sham,Vehicle,2019-09-11,27.4
3090,Sham,Vehicle,2019-09-18,26.8
3090,Sham,Vehicle,2019-09-25,27.5
3090,Sham,Vehicle,2019-10-02,29.2
3090,Sham,Vehicle,2019-10-09,27
3090,Sham,Vehicle,2019-10-15,27.6
3090,Sham,Vehicle,2019-10-22,27.4
3090,Sham,Vehicle,2019-10-30,27.4
3090,Sham,Vehicle,2019-11-05,28.3
3090,Sham,Vehicle,2019-11-13,28.2
3090,Sham,Vehicle,2019-11-20,30.8
3090,Sham,Vehicle,2019-11-27,31.1
3090,Sham,Vehicle,2019-12-14,29.3
3090,Sham,Vehicle,2019-12-11,30.4
3090,Sham,Vehicle,2019-12-20,30.3
3090,Sham,Vehicle,2019-12-26,31.3
3090,Sham,Vehicle,2020-01-02,30
3090,Sham,Vehicle,2020-01-08,32
3090,Sham,Vehicle,2020-01-15,30.9
3090,Sham,Vehicle,2020-01-22,31.2
3090,Sham,Vehicle,2020-01-29,31.4
3090,Sham,Vehicle,2020-02-05,30.9
3090,Sham,Vehicle,2020-02-12,33.6
3090,Sham,Vehicle,2020-02-19,34.1
3090,Sham,Vehicle,2020-02-26,35.6
3090,Sham,Vehicle,2020-03-04,36.7
3090,Sham,Vehicle,2020-03-20,38.8
3090,Sham,Vehicle,2020-04-24,37.8
3043,Sham,Vehicle,2019-04-03,25.6
3043,Sham,Vehicle,2019-05-01,25.1
3043,Sham,Vehicle,2019-05-07,25.3
