Mouse,Radiation,Diet,Date,Weight
3043,Sham,Vehicle,2019-05-28,27.8
3043,Sham,Vehicle,2019-06-05,25.2
3043,Sham,Vehicle,2019-06-12,26.1
3043,Sham,Vehicle,2019-06-19,27.9
3043,Sham,Vehicle,2019-06-26,26.7
3043,Sham,Vehicle,2019-07-03,27.9
3043,Sham,Vehicle,2019-07-10,27.7
3043,Sham,Vehicle,2019-07-17,27.9
3043,Sham,Vehicle,2019-07-24,27.9
3043,Sham,Vehicle,2019-07-31,28.2
3043,Sham,Vehicle,2019-08-07,27.8
3043,Sham,Vehicle,2019-08-14,27.8
3043,Sham,Vehicle,2019-08-21,28.4
3043,Sham,Vehicle,2019-08-28,27.7
3043,Sham,Vehicle,2019-09-04,28.3
3043,Sham,Vehicle,2019-09-11,28.1
3043,Sham,Vehicle,2019-09-18,29
3043,Sham,Vehicle,2019-09-25,28.5
3043,Sham,Vehicle,2019-10-02,28.9
3043,Sham,Vehicle,2019-10-09,27.8
3043,Sham,Vehicle,2019-10-15,28.7
3043,Sham,Vehicle,2019-10-22,28.8
3043,Sham,Vehicle,2019-10-30,28.4
3043,Sham,Vehicle,2019-11-05,28.9
3043,Sham,Vehicle,2019-11-13,29
3043,Sham,Vehicle,2019-11-20,28.8
3043,Sham,Vehicle,2019-11-27,29.4
3043,Sham,Vehicle,2019-12-14,28.2
3043,Sham,Vehicle,2019-12-11,29.5
3043,Sham,Vehicle,2019-12-20,31
3043,Sham,Vehicle,2019-12-26,32.8
3043,Sham,Vehicle,2020-01-02,30.7
3043,Sham,Vehicle,2020-01-08,31.8
3043,Sham,Vehicle,2020-01-15,30
3043,Sham,Vehicle,2020-01-22,30
3043,Sham,Vehicle,2020-01-29,29.4
3043,Sham,Vehicle,2020-02-05,29.9
3043,Sham,Vehicle,2020-02-12,31.8
3043,Sham,Vehicle,2020-02-19,33.1
3043,Sham,Vehicle,2020-02-26,32.4
3043,Sham,Vehicle,2020-03-04,33.9
3043,Sham,Vehicle,2020-03-20,35
3043,Sham,Vehicle,2020-04-24,39.2
3091,Sham,Vehicle,2019-04-03,22
3091,Sham,Vehicle,2019-05-01,24.3
3091,Sham,Vehicle,2019-05-07,26.6
3091,Sham,Vehicle,2019-05-28,27.3
3091,Sham,Vehicle,2019-06-05,24.1
3091,Sham,Vehicle,2019-06-12,26.4
3091,Sham,Vehicle,2019-06-19,26.5
3091,Sham,Vehicle,2019-06-26,26.9
3091,Sham,Vehicle,2019-07-03,27.1
3091,Sham,Vehicle,2019-07-10,27.4
3091,Sham,Vehicle,2019-07-17,27.3
3091,Sham,Vehicle,2019-07-24,27.4
3091,Sham,Vehicle,2019-07-31,28.4
3091,Sham,Vehicle,2019-08-07,26.7
3091,Sham,Vehicle,2019-08-14,26.6
3091,Sham,Vehicle,2019-08-21,26.3
3091,Sham,Vehicle,2019-08-28,25.5
3091,Sham,Vehicle,2019-09-04,25.7
3091,Sham,Vehicle,2019-09-11,25.3
3091,Sham,Vehicle,2019-09-18,25.4
3091,Sham,Vehicle,2019-09-25,25.8
3091,Sham,Vehicle,2019-10-02,25.8
3091,Sham,Vehicle,2019-10-09,24.9
3091,Sham,Vehicle,2019-10-15,26.7
3091,Sham,Vehicle,2019-10-22,26.8
3091,Sham,Vehicle,2019-10-30,27.2
3091,Sham,Vehicle,2019-11-05,28.3
3091,Sham,Vehicle,2019-11-13,27.7
3091,Sham,Vehicle,2019-11-20,29.8
3091,Sham,Vehicle,2019-11-27,33.4
3091,Sham,Vehicle,2019-12-14,32.2
3091,Sham,Vehicle,2019-12-11,31.4
3091,Sham,Vehicle,2019-12-20,31.7
3091,Sham,Vehicle,2019-12-26,32.7
3091,Sham,Vehicle,2020-01-02,30.5
3091,Sham,Vehicle,2020-01-08,31.8
3091,Sham,Vehicle,2020-01-15,29.5
3091,Sham,Vehicle,2020-01-22,30.8
3091,Sham,Vehicle,2020-01-29,30.4
3091,Sham,Vehicle,2020-02-05,30.5
3091,Sham,Vehicle,2020-02-12,33.5
3091,Sham,Vehicle,2020-02-19,32.3
3091,Sham,Vehicle,2020-02-26,30.2
3091,Sham,Vehicle,2020-03-04,29.7
3091,Sham,Vehicle,2020-03-20,35.5
3091,Sham,Vehicle,2020-04-24,41.6
3092,Sham,Vehicle,2019-04-03,28
3092,Sham,Vehicle,2019-05-01,28.1
3092,Sham,Vehicle,2019-05-07,28.6
3092,Sham,Vehicle,2019-05-28,29.5
3092,Sham,Vehicle,2019-06-05,26.4
3092,Sham,Vehicle,2019-06-12,29.1
3092,Sham,Vehicle,2019-06-19,28.8
3092,Sham,Vehicle,2019-06-26,28.9
3092,Sham,Vehicle,2019-07-03,29.5
3092,Sham,Vehicle,2019-07-10,28.9
3092,Sham,Vehicle,2019-07-17,29
3092,Sham,Vehicle,2019-07-24,29.5
3092,Sham,Vehicle,2019-07-31,29.2
3092,Sham,Vehicle,2019-08-07,29.3
3092,Sham,Vehicle,2019-08-14,29
3092,Sham,Vehicle,2019-08-21,29.4
3092,Sham,Vehicle,2019-08-28,28.5
3092,Sham,Vehicle,2019-09-04,28.7
3092,Sham,Vehicle,2019-09-11,29.1
3092,Sham,Vehicle,2019-09-18,29.6
3092,Sham,Vehicle,2019-09-25,29.8
3092,Sham,Vehicle,2019-10-02,30
3092,Sham,Vehicle,2019-10-09,29.3
3092,Sham,Vehicle,2019-10-15,29.4
3092,Sham,Vehicle,2019-10-22,31
3092,Sham,Vehicle,2019-10-30,30.6
3092,Sham,Vehicle,2019-11-05,31.2
3092,Sham,Vehicle,2019-11-13,31.1
3092,Sham,Vehicle,2019-11-20,33.1
3092,Sham,Vehicle,2019-11-27,36.1
3092,Sham,Vehicle,2019-12-14,34
3092,Sham,Vehicle,2019-12-11,34.1
3092,Sham,Vehicle,2019-12-20,33.7
3092,Sham,Vehicle,2019-12-26,34.4
3092,Sham,Vehicle,2020-01-02,32.5
3092,Sham,Vehicle,2020-01-08,33.3
3092,Sham,Vehicle,2020-01-15,31.1
3092,Sham,Vehicle,2020-01-22,32.3
3092,Sham,Vehicle,2020-01-29,31.8
3092,Sham,Vehicle,2020-02-05,31.4
3092,Sham,Vehicle,2020-02-12,36.1
3092,Sham,Vehicle,2020-02-19,36.8
3092,Sham,Vehicle,2020-02-26,39.1
3092,Sham,Vehicle,2020-03-04,38.8
3092,Sham,Vehicle,2020-03-20,40
3092,Sham,Vehicle,2020-04-24,41.8
3093,Sham,Vehicle,2019-04-03,24.2
3093,Sham,Vehicle,2019-05-01,26.2
3093,Sham,Vehicle,2019-05-07,26.5
3093,Sham,Vehicle,2019-05-28,26.9
3093,Sham,Vehicle,2019-06-05,25.9
3093,Sham,Vehicle,2019-06-12,29.3
3093,Sham,Vehicle,2019-06-19,28.6
3093,Sham,Vehicle,2019-06-26,29.7
3093,Sham,Vehicle,2019-07-03,29.5
3093,Sham,Vehicle,2019-07-10,29.2
3093,Sham,Vehicle,2019-07-17,29.7
3093,Sham,Vehicle,2019-07-24,29.7
3093,Sham,Vehicle,2019-07-31,30.3
3093,Sham,Vehicle,2019-08-07,30.8
3093,Sham,Vehicle,2019-08-14,29.5
3093,Sham,Vehicle,2019-08-21,29.1
3093,Sham,Vehicle,2019-08-28,29.3
3093,Sham,Vehicle,2019-09-04,30.3
3093,Sham,Vehicle,2019-09-11,28.7
3093,Sham,Vehicle,2019-09-18,29.1
3093,Sham,Vehicle,2019-09-25,29.4
3093,Sham,Vehicle,2019-10-02,28.9
3093,Sham,Vehicle,2019-10-09,29
3093,Sham,Vehicle,2019-10-15,30.4
3093,Sham,Vehicle,2019-10-22,31.7
3093,Sham,Vehicle,2019-10-30,29.6
3093,Sham,Vehicle,2019-11-05,29.3
3093,Sham,Vehicle,2019-11-13,28.6
3093,Sham,Vehicle,2019-11-20,29.7
3093,Sham,Vehicle,2019-11-27,28.6
3093,Sham,Vehicle,2019-12-14,27.2
3093,Sham,Vehicle,2019-12-11,29.1
3093,Sham,Vehicle,2019-12-20,30.5
3093,Sham,Vehicle,2019-12-26,31.6
3093,Sham,Vehicle,2020-01-02,30.4
3093,Sham,Vehicle,2020-01-08,32.7
3093,Sham,Vehicle,2020-01-15,31.3
3093,Sham,Vehicle,2020-01-22,29.6
3093,Sham,Vehicle,2020-01-29,29.6
3093,Sham,Vehicle,2020-02-05,30.7
3093,Sham,Vehicle,2020-02-12,33
3093,Sham,Vehicle,2020-02-19,32.3
3093,Sham,Vehicle,2020-02-26,32.2
3093,Sham,Vehicle,2020-03-04,34.4
3093,Sham,Vehicle,2020-03-20,36.8
3093,Sham,Vehicle,2020-04-24,40.9
3094,Sham,Vehicle,2019-04-03,23.8
3094,Sham,Vehicle,2019-05-01,26.3
3094,Sham,Vehicle,2019-05-07,27.6
3094,Sham,Vehicle,2019-05-28,29.2
3094,Sham,Vehicle,2019-06-05,26.4
3094,Sham,Vehicle,2019-06-12,27.6
3094,Sham,Vehicle,2019-06-19,28.9
3094,Sham,Vehicle,2019-06-26,28.8
3094,Sham,Vehicle,2019-07-03,28.6
3094,Sham,Vehicle,2019-07-10,29.2
3094,Sham,Vehicle,2019-07-17,28.2
3094,Sham,Vehicle,2019-07-24,28.2
3094,Sham,Vehicle,2019-07-31,29.1
3094,Sham,Vehicle,2019-08-07,27.8
3094,Sham,Vehicle,2019-08-14,27.3
3094,Sham,Vehicle,2019-08-21,26.7
3094,Sham,Vehicle,2019-08-28,26.7
3094,Sham,Vehicle,2019-09-04,28.2
3094,Sham,Vehicle,2019-09-11,27.6
3094,Sham,Vehicle,2019-09-18,27.8
3094,Sham,Vehicle,2019-09-25,28.9
3094,Sham,Vehicle,2019-10-02,29.1
3094,Sham,Vehicle,2019-10-09,28
3094,Sham,Vehicle,2019-10-15,28.6
3094,Sham,Vehicle,2019-10-22,29.4
3094,Sham,Vehicle,2019-10-30,29
3094,Sham,Vehicle,2019-11-05,29.5
3094,Sham,Vehicle,2019-11-13,28.4
3094,Sham,Vehicle,2019-11-20,31.7
3094,Sham,Vehicle,2019-11-27,34.8
3094,Sham,Vehicle,2019-12-14,32.1
3094,Sham,Vehicle,2019-12-11,31.8
3094,Sham,Vehicle,2019-12-20,31.2
3094,Sham,Vehicle,2019-12-26,31.5
3094,Sham,Vehicle,2020-01-02,30.9
3094,Sham,Vehicle,2020-01-08,33.1
3094,Sham,Vehicle,2020-01-15,31.7
3094,Sham,Vehicle,2020-01-22,30.7
3094,Sham,Vehicle,2020-01-29,30
3094,Sham,Vehicle,2020-02-05,30.1
3094,Sham,Vehicle,2020-02-12,32.4
3094,Sham,Vehicle,2020-02-19,32.4
3094,Sham,Vehicle,2020-02-26,34.8
3094,Sham,Vehicle,2020-03-04,36.4
3094,Sham,Vehicle,2020-03-20,40.2
3094,Sham,Vehicle,2020-04-24,40.8
3095,Sham,Vehicle,2019-04-03,27.8
3095,Sham,Vehicle,2019-05-01,36.9
3095,Sham,Vehicle,2019-05-07,35.3
3095,Sham,Vehicle,2019-05-28,34.9
3095,Sham,Vehicle,2019-06-05,31.7
3095,Sham,Vehicle,2019-06-12,31.9
3095,Sham,Vehicle,2019-06-19,32.3
3095,Sham,Vehicle,2019-06-26,32.3
3095,Sham,Vehicle,2019-07-03,32
3095,Sham,Vehicle,2019-07-10,31.5
3095,Sham,Vehicle,2019-07-17,32.5
3095,Sham,Vehicle,2019-07-24,32
3095,Sham,Vehicle,2019-07-31,32.7
3095,Sham,Vehicle,2019-08-07,31.5
3095,Sham,Vehicle,2019-08-14,31.4
3095,Sham,Vehicle,2019-08-21,30.9
3095,Sham,Vehicle,2019-08-28,31
3095,Sham,Vehicle,2019-09-04,31
3095,Sham,Vehicle,2019-09-11,31.3
3095,Sham,Vehicle,2019-09-18,32.2
3095,Sham,Vehicle,2019-09-25,31.7
3095,Sham,Vehicle,2019-10-02,32.7
3095,Sham,Vehicle,2019-10-09,32.1
3095,Sham,Vehicle,2019-10-15,32.5
3095,Sham,Vehicle,2019-10-22,33.5
3095,Sham,Vehicle,2019-10-30,32.6
3095,Sham,Vehicle,2019-11-05,33.5
3095,Sham,Vehicle,2019-11-13,33.2
3095,Sham,Vehicle,2019-11-20,36.5
3095,Sham,Vehicle,2019-11-27,38.2
3095,Sham,Vehicle,2019-12-14,37.9
3095,Sham,Vehicle,2019-12-11,37.7
3095,Sham,Vehicle,2019-12-20,36.2
3095,Sham,Vehicle,2019-12-26,35
3095,Sham,Vehicle,2020-01-02,36.8
3095,Sham,Vehicle,2020-01-08,37.8
3095,Sham,Vehicle,2020-01-15,35.9
3095,Sham,Vehicle,2020-01-22,35.9
3095,Sham,Vehicle,2020-01-29,35.8
3095,Sham,Vehicle,2020-02-05,35.5
3095,Sham,Vehicle,2020-02-12,39.3
3095,Sham,Vehicle,2020-02-19,41
3095,Sham,Vehicle,2020-02-26,41.7
3095,Sham,Vehicle,2020-03-04,44.4
3095,Sham,Vehicle,2020-03-20,44.4
3095,Sham,Vehicle,2020-04-24,53.7
3096,Sham,Vehicle,2019-04-03,28
3096,Sham,Vehicle,2019-05-01,29.7
3096,Sham,Vehicle,2019-05-07,29.5
3096,Sham,Vehicle,2019-05-28,31.8
3096,Sham,Vehicle,2019-06-05,27.9
3096,Sham,Vehicle,2019-06-12,28.3
3096,Sham,Vehicle,2019-06-19,29.4
3096,Sham,Vehicle,2019-06-26,28.8
3096,Sham,Vehicle,2019-07-03,30.3
3096,Sham,Vehicle,2019-07-10,28.4
3096,Sham,Vehicle,2019-07-17,29.7
3096,Sham,Vehicle,2019-07-24,28.5
3096,Sham,Vehicle,2019-07-31,29.4
3096,Sham,Vehicle,2019-08-07,30.1
3096,Sham,Vehicle,2019-08-14,30.1
3096,Sham,Vehicle,2019-08-21,27.6
3096,Sham,Vehicle,2019-08-28,28.1
3096,Sham,Vehicle,2019-09-04,29.6
3096,Sham,Vehicle,2019-09-11,29.2
3096,Sham,Vehicle,2019-09-18,28.2
3096,Sham,Vehicle,2019-09-25,30.1
3096,Sham,Vehicle,2019-10-02,29.5
3096,Sham,Vehicle,2019-10-09,28.4
3096,Sham,Vehicle,2019-10-15,30.1
3096,Sham,Vehicle,2019-10-22,31.2
3096,Sham,Vehicle,2019-10-30,30.5
3096,Sham,Vehicle,2019-11-05,31.8
3096,Sham,Vehicle,2019-11-13,28.9
3096,Sham,Vehicle,2019-11-20,31.3
3096,Sham,Vehicle,2019-11-27,33
3096,Sham,Vehicle,2019-12-14,30.8
3096,Sham,Vehicle,2019-12-11,32.2
3096,Sham,Vehicle,2019-12-20,32
3096,Sham,Vehicle,2019-12-26,31.5
3096,Sham,Vehicle,2020-01-02,30.4
3096,Sham,Vehicle,2020-01-08,32.5
3096,Sham,Vehicle,2020-01-15,31.2
3096,Sham,Vehicle,2020-01-22,30
3096,Sham,Vehicle,2020-01-29,31.9
3096,Sham,Vehicle,2020-02-05,30.8
3096,Sham,Vehicle,2020-02-12,33.4
3096,Sham,Vehicle,2020-02-19,32.7
3096,Sham,Vehicle,2020-02-26,32.4
3096,Sham,Vehicle,2020-03-04,31.3
3096,Sham,Vehicle,2020-03-20,32.8
3096,Sham,Vehicle,2020-04-24,39.2
3097,Sham,Vehicle,2019-04-03,22
3097,Sham,Vehicle,2019-05-01,23.2
3097,Sham,Vehicle,2019-05-07,22.9
3097,Sham,Vehicle,2019-05-28,24
3097,Sham,Vehicle,2019-06-05,23.4
3097,Sham,Vehicle,2019-06-12,25.3
3097,Sham,Vehicle,2019-06-19,25.3
3097,Sham,Vehicle,2019-06-26,24.4
3097,Sham,Vehicle,2019-07-03,25.4
3097,Sham,Vehicle,2019-07-10,24.9
3097,Sham,Vehicle,2019-07-17,25.6
3097,Sham,Vehicle,2019-07-24,26.4
3097,Sham,Vehicle,2019-07-31,26.4
3097,Sham,Vehicle,2019-08-07,25.3
3097,Sham,Vehicle,2019-08-14,25.4
3097,Sham,Vehicle,2019-08-21,25.3
3097,Sham,Vehicle,2019-08-28,25.2
3097,Sham,Vehicle,2019-09-04,25.1
3097,Sham,Vehicle,2019-09-11,25.2
3097,Sham,Vehicle,2019-09-18,25.9
3097,Sham,Vehicle,2019-09-25,25.3
3097,Sham,Vehicle,2019-10-02,25.9
3097,Sham,Vehicle,2019-10-09,25.5
3097,Sham,Vehicle,2019-10-15,25.8
3097,Sham,Vehicle,2019-10-22,26.2
3097,Sham,Vehicle,2019-10-30,25.7
3097,Sham,Vehicle,2019-11-05,26
3097,Sham,Vehicle,2019-11-13,25.6
3097,Sham,Vehicle,2019-11-20,27.3
3097,Sham,Vehicle,2019-11-27,28.1
3097,Sham,Vehicle,2019-12-14,25.9
3097,Sham,Vehicle,2019-12-11,27.2
3097,Sham,Vehicle,2019-12-20,28.7
3097,Sham,Vehicle,2019-12-26,29.5
3097,Sham,Vehicle,2020-01-02,28
3097,Sham,Vehicle,2020-01-08,29.3
3097,Sham,Vehicle,2020-01-15,27.3
3097,Sham,Vehicle,2020-01-22,27.5
3097,Sham,Vehicle,2020-01-29,27.5
3097,Sham,Vehicle,2020-02-05,27.4
3097,Sham,Vehicle,2020-02-12,28.9
3097,Sham,Vehicle,2020-02-19,29.3
3097,Sham,Vehicle,2020-02-26,29.1
3097,Sham,Vehicle,2020-03-04,29.7
3097,Sham,Vehicle,2020-03-20,30
3097,Sham,Vehicle,2020-04-24,30.3
3098,Sham,Vehicle,2019-04-03,24.7
3098,Sham,Vehicle,2019-05-01,26.5
3098,Sham,Vehicle,2019-05-07,26.9
3098,Sham,Vehicle,2019-05-28,27.8
3098,Sham,Vehicle,2019-06-05,26.2
3098,Sham,Vehicle,2019-06-12,27.2
3098,Sham,Vehicle,2019-06-19,27.6
3098,Sham,Vehicle,2019-06-26,27.6
3098,Sham,Vehicle,2019-07-03,28.4
3098,Sham,Vehicle,2019-07-10,27.9
3098,Sham,Vehicle,2019-07-17,28.7
3098,Sham,Vehicle,2019-07-24,29.4
3098,Sham,Vehicle,2019-07-31,29.7
3098,Sham,Vehicle,2019-08-07,29.9
3098,Sham,Vehicle,2019-08-14,30
3098,Sham,Vehicle,2019-08-21,30.2
3098,Sham,Vehicle,2019-08-28,29.4
3098,Sham,Vehicle,2019-09-04,29.3
3098,Sham,Vehicle,2019-09-11,29.8
3098,Sham,Vehicle,2019-09-18,29.5
3098,Sham,Vehicle,2019-09-25,29.9
3098,Sham,Vehicle,2019-10-02,31
3098,Sham,Vehicle,2019-10-09,30.8
3098,Sham,Vehicle,2019-10-15,31.2
3098,Sham,Vehicle,2019-10-22,31.2
3098,Sham,Vehicle,2019-10-30,31.5
3098,Sham,Vehicle,2019-11-05,31.9
3098,Sham,Vehicle,2019-11-13,31.4
3098,Sham,Vehicle,2019-11-20,34.6
3098,Sham,Vehicle,2019-11-27,36.3
3098,Sham,Vehicle,2019-12-14,34.2
3098,Sham,Vehicle,2019-12-11,34.7
3098,Sham,Vehicle,2019-12-20,34.4
3098,Sham,Vehicle,2019-12-26,37.1
3098,Sham,Vehicle,2020-01-02,35.3
3098,Sham,Vehicle,2020-01-08,35.2
3098,Sham,Vehicle,2020-01-15,33.6
3098,Sham,Vehicle,2020-01-22,33.5
3098,Sham,Vehicle,2020-01-29,33.2
3098,Sham,Vehicle,2020-02-05,34.1
3098,Sham,Vehicle,2020-02-12,37.2
3098,Sham,Vehicle,2020-02-19,37.5
3098,Sham,Vehicle,2020-02-26,38.4
3098,Sham,Vehicle,2020-03-04,39.9
3098,Sham,Vehicle,2020-03-20,40
3098,Sham,Vehicle,2020-04-24,44.9
3099,Sham,Vehicle,2019-04-03,23.5
3099,Sham,Vehicle,2019-05-01,26
3099,Sham,Vehicle,2019-05-07,26.9
3099,Sham,Vehicle,2019-05-28,27.4
3099,Sham,Vehicle,2019-06-05,25.6
3099,Sham,Vehicle,2019-06-12,27.5
3099,Sham,Vehicle,2019-06-19,27.5
3099,Sham,Vehicle,2019-06-26,28.2
3099,Sham,Vehicle,2019-07-03,28.3
3099,Sham,Vehicle,2019-07-10,27.4
3099,Sham,Vehicle,2019-07-17,27.8
3099,Sham,Vehicle,2019-07-24,28.6
3099,Sham,Vehicle,2019-07-31,28.1
3099,Sham,Vehicle,2019-08-07,28.8
3099,Sham,Vehicle,2019-08-14,28.7
3099,Sham,Vehicle,2019-08-21,27.2
3099,Sham,Vehicle,2019-08-28,27.7
3099,Sham,Vehicle,2019-09-04,28
3099,Sham,Vehicle,2019-09-11,27.8
3099,Sham,Vehicle,2019-09-18,27.7
3099,Sham,Vehicle,2019-09-25,28.4
3099,Sham,Vehicle,2019-10-02,28.2
3099,Sham,Vehicle,2019-10-09,28.6
3099,Sham,Vehicle,2019-10-15,29.4
3099,Sham,Vehicle,2019-10-22,30.1
3099,Sham,Vehicle,2019-10-30,28.4
3099,Sham,Vehicle,2019-11-05,28.9
3099,Sham,Vehicle,2019-11-13,27.4
3099,Sham,Vehicle,2019-11-20,30.4
3099,Sham,Vehicle,2019-11-27,31.3
3099,Sham,Vehicle,2019-12-14,29.8
3099,Sham,Vehicle,2019-12-11,30.6
3099,Sham,Vehicle,2019-12-20,31
3099,Sham,Vehicle,2019-12-26,32.6
3099,Sham,Vehicle,2020-01-02,31.3
3099,Sham,Vehicle,2020-01-08,31.6
3099,Sham,Vehicle,2020-01-15,29.7
3099,Sham,Vehicle,2020-01-22,29
3099,Sham,Vehicle,2020-01-29,28.8
3099,Sham,Vehicle,2020-02-05,29.3
3099,Sham,Vehicle,2020-02-12,32.3
3099,Sham,Vehicle,2020-02-19,33
3099,Sham,Vehicle,2020-02-26,32.9
3099,Sham,Vehicle,2020-03-04,33.4
3099,Sham,Vehicle,2020-03-20,35.3
3099,Sham,Vehicle,2020-04-24,37.7
3044,GCR,CDDO-EA,2019-04-03,21.7
3044,GCR,CDDO-EA,2019-05-01,23
